Timestamp, Frequency, Resistance
16/12/2020 11:35:20.412129, 5009854.400, 386.500
16/12/2020 11:35:21.631987, 5009854.400, 386.500
16/12/2020 11:35:22.931384, 5009854.500, 386.500
16/12/2020 11:35:24.233801, 5009854.400, 386.500
16/12/2020 11:35:24.932143, 5009854.400, 386.490
16/12/2020 11:35:25.932313, 5009854.400, 386.500
16/12/2020 11:35:26.931894, 5009854.300, 386.490
16/12/2020 11:35:27.932625, 5009854.200, 386.490
16/12/2020 11:35:28.931761, 5009854.200, 386.490
16/12/2020 11:35:29.931548, 5009854.200, 386.490
16/12/2020 11:35:30.931673, 5009854.100, 386.490
16/12/2020 11:35:31.931738, 5009854.100, 386.490
16/12/2020 11:35:32.931849, 5009854.100, 386.490
16/12/2020 11:35:34.146072, 5009854.000, 386.480
16/12/2020 11:35:34.932306, 5009854.000, 386.480
16/12/2020 11:35:35.931478, 5009854.000, 386.480
16/12/2020 11:35:36.931469, 5009853.900, 386.480
16/12/2020 11:35:37.931452, 5009853.900, 386.480
16/12/2020 11:35:38.931302, 5009853.900, 386.490
16/12/2020 11:35:39.931582, 5009853.800, 386.480
16/12/2020 11:35:40.931962, 5009853.800, 386.470
16/12/2020 11:35:42.112192, 5009853.800, 386.480
16/12/2020 11:35:43.318081, 5009853.700, 386.480
16/12/2020 11:35:44.732740, 5009853.700, 386.480
16/12/2020 11:35:46.387160, 5009853.600, 386.480
16/12/2020 11:35:47.437555, 5009853.400, 386.480
16/12/2020 11:35:48.972139, 5009853.400, 386.490
16/12/2020 11:35:50.462063, 5009853.400, 386.490
16/12/2020 11:35:51.746734, 5009853.400, 386.490
16/12/2020 11:35:52.931408, 5009853.300, 386.490
16/12/2020 11:35:53.931336, 5009853.300, 386.490
16/12/2020 11:35:54.930480, 5009853.200, 386.490
16/12/2020 11:35:55.930632, 5009853.200, 386.490
16/12/2020 11:35:57.361030, 5009853.200, 386.490
16/12/2020 11:35:58.615949, 5009853.100, 386.490
16/12/2020 11:36:00.467540, 5009853.100, 386.490
16/12/2020 11:36:01.570981, 5009853.000, 386.490
16/12/2020 11:36:03.106916, 5009853.000, 386.490
16/12/2020 11:36:04.272612, 5009853.000, 386.490
16/12/2020 11:36:05.206019, 5009852.900, 386.490
16/12/2020 11:36:06.480504, 5009852.900, 386.490
16/12/2020 11:36:07.745421, 5009852.900, 386.490
16/12/2020 11:36:09.115014, 5009852.800, 386.500
16/12/2020 11:36:10.408950, 5009852.800, 386.490
16/12/2020 11:36:11.191971, 5009852.800, 386.490
16/12/2020 11:36:11.969064, 5009852.800, 386.490
16/12/2020 11:36:12.930625, 5009852.800, 386.490
16/12/2020 11:36:13.930549, 5009852.700, 386.490
16/12/2020 11:36:14.931014, 5009852.700, 386.500
16/12/2020 11:36:15.931487, 5009852.600, 386.500
16/12/2020 11:36:17.113889, 5009852.600, 386.500
16/12/2020 11:36:18.872802, 5009852.500, 386.500
16/12/2020 11:36:20.676606, 5009852.600, 386.500
16/12/2020 11:36:22.943100, 5009852.500, 386.500
16/12/2020 11:36:23.962150, 5009852.500, 386.500
16/12/2020 11:36:24.283576, 5009852.400, 386.500
16/12/2020 11:36:25.930949, 5009852.400, 386.500
16/12/2020 11:36:26.930600, 5009852.400, 386.500
16/12/2020 11:36:27.930387, 5009852.400, 386.500
16/12/2020 11:36:28.930104, 5009852.300, 386.500
16/12/2020 11:36:29.930975, 5009852.300, 386.490
16/12/2020 11:36:30.948458, 5009852.300, 386.490
16/12/2020 11:36:31.931025, 5009852.200, 386.500
16/12/2020 11:36:32.930949, 5009852.200, 386.500
16/12/2020 11:36:33.930207, 5009852.300, 386.500
16/12/2020 11:36:34.931257, 5009852.100, 386.490
16/12/2020 11:36:35.930875, 5009852.300, 386.480
16/12/2020 11:36:36.930019, 5009852.200, 386.480
16/12/2020 11:36:37.931387, 5009852.100, 386.460
16/12/2020 11:36:38.932253, 5009852.100, 386.460
16/12/2020 11:36:39.932139, 5009852.100, 386.470
16/12/2020 11:36:40.932666, 5009852.100, 386.470
16/12/2020 11:36:41.931477, 5009852.100, 386.470
16/12/2020 11:36:42.930300, 5009852.000, 386.470
16/12/2020 11:36:43.930105, 5009852.000, 386.470
16/12/2020 11:36:44.930354, 5009852.000, 386.470
16/12/2020 11:36:45.930836, 5009852.000, 386.470
16/12/2020 11:36:46.930645, 5009852.000, 386.470
16/12/2020 11:36:47.930219, 5009851.900, 386.460
16/12/2020 11:36:48.930755, 5009852.000, 386.470
16/12/2020 11:36:49.930037, 5009851.900, 386.460
16/12/2020 11:36:50.929682, 5009851.900, 386.460
16/12/2020 11:36:51.930387, 5009851.900, 386.460
16/12/2020 11:36:52.930400, 5009851.900, 386.460
16/12/2020 11:36:53.930774, 5009851.800, 386.470
16/12/2020 11:36:54.931363, 5009851.800, 386.470
16/12/2020 11:36:55.929519, 5009851.800, 386.460
16/12/2020 11:36:56.929974, 5009851.800, 386.460
16/12/2020 11:36:57.929672, 5009851.800, 386.460
16/12/2020 11:36:58.929952, 5009851.700, 386.460
16/12/2020 11:36:59.930868, 5009851.800, 386.460
16/12/2020 11:37:00.931372, 5009851.600, 386.460
16/12/2020 11:37:01.929530, 5009851.700, 386.460
16/12/2020 11:37:02.929878, 5009851.600, 386.460
16/12/2020 11:37:03.930867, 5009851.600, 386.470
16/12/2020 11:37:04.930964, 5009851.600, 386.470
16/12/2020 11:37:05.929769, 5009851.600, 386.460
16/12/2020 11:37:06.930223, 5009851.500, 386.450
16/12/2020 11:37:07.929472, 5009851.600, 386.460
16/12/2020 11:37:08.930473, 5009851.400, 386.460
16/12/2020 11:37:09.935623, 5009851.500, 386.460
16/12/2020 11:37:10.930220, 5009851.500, 386.460
16/12/2020 11:37:11.931151, 5009851.500, 386.460
16/12/2020 11:37:13.617126, 5009851.400, 386.460
16/12/2020 11:37:14.931162, 5009851.400, 386.460
16/12/2020 11:37:16.389003, 5009851.300, 386.460
16/12/2020 11:37:16.956161, 5009851.300, 386.460
16/12/2020 11:37:17.932812, 5009851.300, 386.460
